title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications,
Farnesoid X receptor (FXR) activation and FXR genetic variation in inflammatory bowel disease.,https://doi.org/10.1371/journal.pone.0023745,21887309,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 1.0,Good,14-Sep-11,Nijmeijer RM et al.,New Finding,
Design considerations for massively parallel sequencing studies of complex human disease.,https://doi.org/10.1371/journal.pone.0023221,21850262,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.31, Weighted sum of stars: 2.0,Very Good,12-Sep-11,Feng BJ et al.,New Finding,
Dopamine neurons do not constitute an obligatory stage in the final common path for the evaluation and pursuit of brain stimulation reward.,https://doi.org/10.1371/journal.pone.0226722,32502210,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 1.0,Good,3-Nov-20,Trujillo-Pisanty I et al.,Refutation,
Single-nucleus and single-cell transcriptomes compared in matched cortical cell types.,https://doi.org/10.1371/journal.pone.0209648,30586455,Score 5.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.99, Weighted sum of stars: 1.0,Good,29-Oct-20,Bakken TE et al.,New Finding,
Prognostic value of the myocardial salvage index measured by T2-weighted and T1-weighted late gadolinium enhancement magnetic resonance imaging after ST-segment elevation myocardial infarction: A systematic review and meta-regression analysis.,https://doi.org/10.1371/journal.pone.0228736,32053651,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.6, Weighted sum of stars: 2.0,Very Good,22-Jul-20,"Kendziora B, Dewey M",Good for Teaching,
Physiological ER stress mediates the differentiation of fibroblasts.,https://doi.org/10.1371/journal.pone.0123578,25928708,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.68, Weighted sum of stars: 1.0,Good,8-Jul-20,Matsuzaki S et al.,Confirmation,
Single-nucleus and single-cell transcriptomes compared in matched cortical cell types.,https://doi.org/10.1371/journal.pone.0209648,30586455,Score 5.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.99, Weighted sum of stars: 1.0,Good,29-Oct-20,Bakken TE et al.,Technical Advance,
Multi-site evaluation of the LN34 pan-lyssavirus real-time RT-PCR assay for post-mortem rabies diagnostics.,https://doi.org/10.1371/journal.pone.0197074,29768505,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.29, Weighted sum of stars: 1.0,Good,11-Oct-20,Gigante CM et al.,Technical Advance,
Proteomic analysis of saliva in HIV-positive heroin addicts reveals proteins correlated with cognition.,https://doi.org/10.1371/journal.pone.0089366,24717448,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.89, Weighted sum of stars: 2.0,Very Good,4-Oct-20,Dominy SS et al.,Interesting Hypothesis,
Design considerations for massively parallel sequencing studies of complex human disease.,https://doi.org/10.1371/journal.pone.0023221,21850262,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.31, Weighted sum of stars: 2.0,Very Good,12-Sep-11,Feng BJ et al.,Technical Advance,
Physiological ER stress mediates the differentiation of fibroblasts.,https://doi.org/10.1371/journal.pone.0123578,25928708,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.68, Weighted sum of stars: 1.0,Good,8-Jul-20,Matsuzaki S et al.,Interesting Hypothesis,
Tocilizumab does not block interleukin-6 (IL-6) signaling in murine cells.,https://doi.org/10.1371/journal.pone.0232612,32365119,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.87, Weighted sum of stars: 2.0,Very Good,2-Jul-20,Lokau J et al.,Controversial,
Tocilizumab does not block interleukin-6 (IL-6) signaling in murine cells.,https://doi.org/10.1371/journal.pone.0232612,32365119,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.87, Weighted sum of stars: 2.0,Very Good,2-Jul-20,Lokau J et al.,Good for Teaching,
Tocilizumab does not block interleukin-6 (IL-6) signaling in murine cells.,https://doi.org/10.1371/journal.pone.0232612,32365119,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.87, Weighted sum of stars: 2.0,Very Good,2-Jul-20,Lokau J et al.,Negative / Null Results,
Novel mouse model reveals distinct activity-dependent and -independent contributions to synapse development.,https://doi.org/10.1371/journal.pone.0016469,21305030,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.09, Weighted sum of stars: 2.0,Very Good,8-Sep-11,Pacifici PG et al.,New Finding,
Reconstruction of endometrium from human endometrial side population cell lines.,https://doi.org/10.1371/journal.pone.0021221,21712999,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.93, Weighted sum of stars: 2.0,Good,22-Aug-11,Cervelló I et al.,New Finding,
Reconstruction of endometrium from human endometrial side population cell lines.,https://doi.org/10.1371/journal.pone.0021221,21712999,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.93, Weighted sum of stars: 2.0,Good,22-Aug-11,Cervelló I et al.,Technical Advance,
Tocilizumab does not block interleukin-6 (IL-6) signaling in murine cells.,https://doi.org/10.1371/journal.pone.0232612,32365119,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.87, Weighted sum of stars: 2.0,Very Good,2-Jul-20,Lokau J et al.,Refutation,
Susceptibility of influenza viruses to hypothiocyanite and hypoiodite produced by lactoperoxidase in a cell-free system.,https://doi.org/10.1371/journal.pone.0199167,30044776,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.73, Weighted sum of stars: 4.0,Exceptional,1-Jul-20,Patel U et al.,Interesting Hypothesis,
Susceptibility of influenza viruses to hypothiocyanite and hypoiodite produced by lactoperoxidase in a cell-free system.,https://doi.org/10.1371/journal.pone.0199167,30044776,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.73, Weighted sum of stars: 4.0,Exceptional,1-Jul-20,Patel U et al.,New Finding,
Proteomic analysis of saliva in HIV-positive heroin addicts reveals proteins correlated with cognition.,https://doi.org/10.1371/journal.pone.0089366,24717448,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.89, Weighted sum of stars: 2.0,Very Good,4-Oct-20,Dominy SS et al.,New Finding,
Susceptibility of influenza viruses to hypothiocyanite and hypoiodite produced by lactoperoxidase in a cell-free system.,https://doi.org/10.1371/journal.pone.0199167,30044776,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.73, Weighted sum of stars: 4.0,Exceptional,1-Jul-20,Patel U et al.,Novel Drug Target,
Analysis of computational codon usage models and their association with translationally slow codons.,https://doi.org/10.1371/journal.pone.0232003,32352987,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.26, Weighted sum of stars: 2.0,Very Good,16-Jun-20,Wright G et al.,Controversial,
Analysis of computational codon usage models and their association with translationally slow codons.,https://doi.org/10.1371/journal.pone.0232003,32352987,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.26, Weighted sum of stars: 2.0,Very Good,16-Jun-20,Wright G et al.,Interesting Hypothesis,
Activation in human auditory cortex in relation to the loudness and unpleasantness of low-frequency and infrasound stimuli.,https://doi.org/10.1371/journal.pone.0229088,32084171,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 1.0,Good,4-Jun-20,"Behler O, Uppenkamp S",New Finding,
Facilitatory and inhibitory pain mechanisms are altered in patients with carpal tunnel syndrome.,https://doi.org/10.1371/journal.pone.0183252,28854251,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.74, Weighted sum of stars: 1.0,Good,4-Jun-20,Soon B et al.,New Finding,
Correlation of ultrasound bladder vibrometry assessment of bladder compliance with urodynamic study results.,https://doi.org/10.1371/journal.pone.0179598,28622388,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.99, Weighted sum of stars: 1.0,Good,3-Jun-20,Bayat M et al.,New Finding,
Evaluation of the reproducibility of amplicon sequencing with Illumina MiSeq platform.,https://doi.org/10.1371/journal.pone.0176716,28453559,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.15, Weighted sum of stars: 2.0,Very Good,29-Jan-20,Wen C et al.,New Finding,
Potentiation of curing by a broad-host-range self-transmissible vector for displacing resistance plasmids to tackle AMR.,https://doi.org/10.1371/journal.pone.0225202,31940351,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.82, Weighted sum of stars: 2.0,Very Good,28-Jan-20,Lazdins A et al.,New Finding,
Correlation of ultrasound bladder vibrometry assessment of bladder compliance with urodynamic study results.,https://doi.org/10.1371/journal.pone.0179598,28622388,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.99, Weighted sum of stars: 1.0,Good,3-Jun-20,Bayat M et al.,Technical Advance,
Outcomes after transabdominal cerclage in twin pregnancy with previous unsuccessful transvaginal cerclage.,https://doi.org/10.1371/journal.pone.0232463,32353024,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.21, Weighted sum of stars: 2.0,Very Good,21-May-20,Son GH et al.,Confirmation,
Potentiation of curing by a broad-host-range self-transmissible vector for displacing resistance plasmids to tackle AMR.,https://doi.org/10.1371/journal.pone.0225202,31940351,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.82, Weighted sum of stars: 2.0,Very Good,28-Jan-20,Lazdins A et al.,Technical Advance,
Outcomes after transabdominal cerclage in twin pregnancy with previous unsuccessful transvaginal cerclage.,https://doi.org/10.1371/journal.pone.0232463,32353024,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.21, Weighted sum of stars: 2.0,Very Good,21-May-20,Son GH et al.,Technical Advance,
The Prevalence of Non-Alcoholic Fatty Liver Disease in Children and Adolescents: A Systematic Review and Meta-Analysis.,https://doi.org/10.1371/journal.pone.0140908,26512983,Score 10.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 22.9, Weighted sum of stars: 2.0,Very Good,12-May-20,Anderson EL et al.,Good for Teaching,
Different pattern of stool and plasma gastrointestinal damage biomarkers during primary and chronic HIV infection.,https://doi.org/10.1371/journal.pone.0218000,31185037,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,21-Jan-20,Pastor L et al.,New Finding,
Serum zonulin as a marker of intestinal mucosal barrier function: May not be what it seems.,https://doi.org/10.1371/journal.pone.0210728,30640940,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.26, Weighted sum of stars: 1.0,Good,21-Jan-20,Ajamian M et al.,New Finding,
"Median raphe region stimulation alone generates remote, but not recent fear memory traces.",https://doi.org/10.1371/journal.pone.0181264,28708877,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.72, Weighted sum of stars: 1.0,Good,12-Nov-19,Balázsfi DG et al.,New Finding,
The Prevalence of Non-Alcoholic Fatty Liver Disease in Children and Adolescents: A Systematic Review and Meta-Analysis.,https://doi.org/10.1371/journal.pone.0140908,26512983,Score 10.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 22.9, Weighted sum of stars: 2.0,Very Good,12-May-20,Anderson EL et al.,New Finding,
On the security of consumer wearable devices in the Internet of Things.,https://doi.org/10.1371/journal.pone.0195487,29668756,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.65, Weighted sum of stars: 2.0,Very Good,10-May-20,Tahir H et al.,Controversial,
Volatile anesthetics versus total intravenous anesthesia in patients undergoing coronary artery bypass grafting: An updated meta-analysis and trial sequential analysis of randomized controlled trials.,https://doi.org/10.1371/journal.pone.0224562,31661512,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.11, Weighted sum of stars: 2.0,Very Good,11-Nov-19,Jiao XF et al.,Confirmation,
Systems biology of the modified branched Entner-Doudoroff pathway in Sulfolobus solfataricus.,https://doi.org/10.1371/journal.pone.0180331,28692669,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.43, Weighted sum of stars: 1.0,Good,7-Nov-19,Figueiredo AS et al.,Interesting Hypothesis,
Systems biology of the modified branched Entner-Doudoroff pathway in Sulfolobus solfataricus.,https://doi.org/10.1371/journal.pone.0180331,28692669,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.43, Weighted sum of stars: 1.0,Good,7-Nov-19,Figueiredo AS et al.,New Finding,
Specialized care improves outcomes for patients with cirrhosis who require general surgical operations.,https://doi.org/10.1371/journal.pone.0223454,31618218,Score 4.6, Weighted sum of stars: 1.0,,Good,27-Oct-19,Kays JK et al.,Confirmation,
Specialized care improves outcomes for patients with cirrhosis who require general surgical operations.,https://doi.org/10.1371/journal.pone.0223454,31618218,Score 4.6, Weighted sum of stars: 1.0,,Good,27-Oct-19,Kays JK et al.,Good for Teaching,
Circulating interleukin-8 and tumor necrosis factor-α are associated with hot flashes in healthy postmenopausal women.,https://doi.org/10.1371/journal.pone.0184011,28846735,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 1.0,Good,20-Jan-20,Huang WY et al.,New Finding,
On the security of consumer wearable devices in the Internet of Things.,https://doi.org/10.1371/journal.pone.0195487,29668756,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.65, Weighted sum of stars: 2.0,Very Good,10-May-20,Tahir H et al.,New Finding,
Exploring the zoonotic potential of Mycobacterium avium subspecies paratuberculosis through comparative genomics.,https://doi.org/10.1371/journal.pone.0022171,21799786,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.68, Weighted sum of stars: 1.0,Good,22-Aug-11,Wynne JW et al.,Confirmation,
Exploring the zoonotic potential of Mycobacterium avium subspecies paratuberculosis through comparative genomics.,https://doi.org/10.1371/journal.pone.0022171,21799786,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.68, Weighted sum of stars: 1.0,Good,22-Aug-11,Wynne JW et al.,Controversial,
A low FODMAP diet is associated with changes in the microbiota and reduction in breath hydrogen but not colonic volume in healthy subjects.,https://doi.org/10.1371/journal.pone.0201410,30048547,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.79, Weighted sum of stars: 1.0,Good,15-Jan-20,Sloan TJ et al.,New Finding,
Exploring the zoonotic potential of Mycobacterium avium subspecies paratuberculosis through comparative genomics.,https://doi.org/10.1371/journal.pone.0022171,21799786,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.68, Weighted sum of stars: 1.0,Good,22-Aug-11,Wynne JW et al.,New Finding,
