title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Candida albicans mannans mediate Streptococcus mutans exoenzyme GtfB binding to modulate cross-kingdom biofilm development in vivo.,https://doi.org/10.1371/journal.ppat.1006407,28617874,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.7, Weighted sum of stars: 1.0,Good,03 Aug 2017,Hwang G et al.,Good for Teaching
Candida albicans mannans mediate Streptococcus mutans exoenzyme GtfB binding to modulate cross-kingdom biofilm development in vivo.,https://doi.org/10.1371/journal.ppat.1006407,28617874,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.7, Weighted sum of stars: 1.0,Good,03 Aug 2017,Hwang G et al.,Interesting Hypothesis
Candida albicans mannans mediate Streptococcus mutans exoenzyme GtfB binding to modulate cross-kingdom biofilm development in vivo.,https://doi.org/10.1371/journal.ppat.1006407,28617874,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.7, Weighted sum of stars: 1.0,Good,03 Aug 2017,Hwang G et al.,New Finding
Helicobacter pylori modulates host cell responses by CagT4SS-dependent translocation of an intermediate metabolite of LPS inner core heptose biosynthesis.,https://doi.org/10.1371/journal.ppat.1006514,28715499,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.89, Weighted sum of stars: 2.0,Very Good,26 Nov 2017,Stein SC et al.,Technical Advance
Candida albicans mannans mediate Streptococcus mutans exoenzyme GtfB binding to modulate cross-kingdom biofilm development in vivo.,https://doi.org/10.1371/journal.ppat.1006407,28617874,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.7, Weighted sum of stars: 1.0,Good,03 Aug 2017,Hwang G et al.,Novel Drug Target
Replication-Coupled Recruitment of Viral and Cellular Factors to Herpes Simplex Virus Type 1 Replication Forks for the Maintenance and Expression of Viral Genomes.,https://doi.org/10.1371/journal.ppat.1006166,28095497,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64, Weighted sum of stars: 2.0,Very Good,31 Jul 2017,Dembowski JA et al.,Confirmation
Replication-Coupled Recruitment of Viral and Cellular Factors to Herpes Simplex Virus Type 1 Replication Forks for the Maintenance and Expression of Viral Genomes.,https://doi.org/10.1371/journal.ppat.1006166,28095497,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64, Weighted sum of stars: 2.0,Very Good,31 Jul 2017,Dembowski JA et al.,Interesting Hypothesis
The Incubation Period of Primary Epstein-Barr Virus Infection: Viral Dynamics and Immunologic Events.,https://doi.org/10.1371/journal.ppat.1005286,26624012,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.62, Weighted sum of stars: 4.0,Exceptional,18 Jul 2017,Dunmire SK et al.,New Finding
Cytoadhesion to gC1qR through Plasmodium falciparum Erythrocyte Membrane Protein 1 in Severe Malaria.,https://doi.org/10.1371/journal.ppat.1006011,27835682,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.26, Weighted sum of stars: 1.0,Good,12 Nov 2017,Magallón-Tejada A et al.,New Finding
Replication-Coupled Recruitment of Viral and Cellular Factors to Herpes Simplex Virus Type 1 Replication Forks for the Maintenance and Expression of Viral Genomes.,https://doi.org/10.1371/journal.ppat.1006166,28095497,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64, Weighted sum of stars: 2.0,Very Good,31 Jul 2017,Dembowski JA et al.,New Finding
"Macrophages, but not neutrophils, are critical for proliferation of Burkholderia cenocepacia and ensuing host-damaging inflammation.",https://doi.org/10.1371/journal.ppat.1006437,28651010,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,23 Jul 2017,Mesureur J et al.,Confirmation
Early virological and immunological events in asymptomatic Epstein-Barr virus infection in African children.,https://doi.org/10.1371/journal.ppat.1004746,25816224,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.98, Weighted sum of stars: 2.0,Very Good,18 Jul 2017,Jayasooriya S et al.,New Finding
EphrinA2 receptor (EphA2) is an invasion and intracellular signaling receptor for Chlamydia trachomatis.,https://doi.org/10.1371/journal.ppat.1004846,25906164,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.87, Weighted sum of stars: 1.0,Good,08 Nov 2017,Subbarayal P et al.,New Finding
50 years of emmonsia disease in humans: the dramatic emergence of a cluster of novel fungal pathogens.,https://doi.org/10.1371/journal.ppat.1005198,26584311,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 2.0,Very Good,23 Oct 2017,Schwartz IS et al.,Good for Teaching
"Macrophages, but not neutrophils, are critical for proliferation of Burkholderia cenocepacia and ensuing host-damaging inflammation.",https://doi.org/10.1371/journal.ppat.1006437,28651010,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,23 Jul 2017,Mesureur J et al.,New Finding
Hantavirus-infection confers resistance to cytotoxic lymphocyte-mediated apoptosis.,https://doi.org/10.1371/journal.ppat.1003272,23555267,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.53, Weighted sum of stars: 2.0,Very Good,18 Jul 2017,Gupta S et al.,New Finding
Dual targeting of a virus movement protein to ER and plasma membrane subdomains is essential for plasmodesmata localization.,https://doi.org/10.1371/journal.ppat.1006463,28640879,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.62, Weighted sum of stars: 1.0,Good,16 Jul 2017,Ishikawa K et al.,Interesting Hypothesis
The Role of ExoS in Dissemination of Pseudomonas aeruginosa during Pneumonia.,https://doi.org/10.1371/journal.ppat.1004945,26090668,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.94, Weighted sum of stars: 2.0,Very Good,19 Jul 2017,Rangel SM et al.,New Finding
Glucocorticoid Insensitivity in Virally Infected Airway Epithelial Cells Is Dependent on Transforming Growth Factor-β Activity.,https://doi.org/10.1371/journal.ppat.1006138,28046097,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.93, Weighted sum of stars: 1.0,Good,12 Oct 2017,Xia YC et al.,New Finding
EBF1 binds to EBNA2 and promotes the assembly of EBNA2 chromatin complexes in B cells.,https://doi.org/10.1371/journal.ppat.1006664,28968461,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.7, Weighted sum of stars: 4.0,Exceptional,08 Oct 2017,Glaser LV et al.,New Finding
Swimming Motility Mediates the Formation of Neutrophil Extracellular Traps Induced by Flagellated Pseudomonas aeruginosa.,https://doi.org/10.1371/journal.ppat.1005987,27855208,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.68, Weighted sum of stars: 1.0,Good,19 Jul 2017,Floyd M et al.,New Finding
Dual targeting of a virus movement protein to ER and plasma membrane subdomains is essential for plasmodesmata localization.,https://doi.org/10.1371/journal.ppat.1006463,28640879,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.62, Weighted sum of stars: 1.0,Good,16 Jul 2017,Ishikawa K et al.,New Finding
Adhesion of Neisseria meningitidis to dermal vessels leads to local vascular damage and purpura in a humanized mouse model.,https://doi.org/10.1371/journal.ppat.1003139,23359320,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.22, Weighted sum of stars: 4.0,Very Good,06 Feb 2013,Melican K et al.,New Finding
EBF1 binds to EBNA2 and promotes the assembly of EBNA2 chromatin complexes in B cells.,https://doi.org/10.1371/journal.ppat.1006664,28968461,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.7, Weighted sum of stars: 4.0,Exceptional,08 Oct 2017,Glaser LV et al.,Novel Drug Target
Structural studies demonstrating a bacteriophage-like replication cycle of the eukaryote-infecting Paramecium bursaria chlorella virus-1.,https://doi.org/10.1371/journal.ppat.1006562,28850602,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 4.0,Exceptional,17 Sep 2017,Milrot E et al.,Confirmation
Structural studies demonstrating a bacteriophage-like replication cycle of the eukaryote-infecting Paramecium bursaria chlorella virus-1.,https://doi.org/10.1371/journal.ppat.1006562,28850602,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 4.0,Exceptional,17 Sep 2017,Milrot E et al.,Good for Teaching
Structural studies demonstrating a bacteriophage-like replication cycle of the eukaryote-infecting Paramecium bursaria chlorella virus-1.,https://doi.org/10.1371/journal.ppat.1006562,28850602,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 4.0,Exceptional,17 Sep 2017,Milrot E et al.,Interesting Hypothesis
Adhesion of Neisseria meningitidis to dermal vessels leads to local vascular damage and purpura in a humanized mouse model.,https://doi.org/10.1371/journal.ppat.1003139,23359320,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.22, Weighted sum of stars: 4.0,Very Good,06 Feb 2013,Melican K et al.,Technical Advance
Antigen delivery to dendritic cells shapes human CD4+ and CD8+ T cell memory responses to Staphylococcus aureus.,https://doi.org/10.1371/journal.ppat.1006387,28542586,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.88, Weighted sum of stars: 2.0,Very Good,10 Jul 2017,Uebele J et al.,Good for Teaching
Structural studies demonstrating a bacteriophage-like replication cycle of the eukaryote-infecting Paramecium bursaria chlorella virus-1.,https://doi.org/10.1371/journal.ppat.1006562,28850602,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 4.0,Exceptional,17 Sep 2017,Milrot E et al.,New Finding
Inhibition of caspase-1 or gasdermin-D enable caspase-8 activation in the Naip5/NLRC4/ASC inflammasome.,https://doi.org/10.1371/journal.ppat.1006502,28771586,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.7, Weighted sum of stars: 1.0,Good,03 Sep 2017,Mascarenhas DPA et al.,Confirmation
Inhibition of caspase-1 or gasdermin-D enable caspase-8 activation in the Naip5/NLRC4/ASC inflammasome.,https://doi.org/10.1371/journal.ppat.1006502,28771586,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.7, Weighted sum of stars: 1.0,Good,03 Sep 2017,Mascarenhas DPA et al.,Interesting Hypothesis
Inhibition of caspase-1 or gasdermin-D enable caspase-8 activation in the Naip5/NLRC4/ASC inflammasome.,https://doi.org/10.1371/journal.ppat.1006502,28771586,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.7, Weighted sum of stars: 1.0,Good,03 Sep 2017,Mascarenhas DPA et al.,New Finding
Pseudomonas aeruginosa ExoT Induces Atypical Anoikis Apoptosis in Target Host Cells by Transforming Crk Adaptor Protein into a Cytotoxin.,https://doi.org/10.1371/journal.ppat.1004934,26020630,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.8, Weighted sum of stars: 2.0,Very Good,19 Jul 2017,Wood S et al.,New Finding
A Novel Mechanism of Host-Pathogen Interaction through sRNA in Bacterial Outer Membrane Vesicles.,https://doi.org/10.1371/journal.ppat.1005672,27295279,Score 5.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.14, Weighted sum of stars: 1.0,Good,19 Jul 2017,Koeppen K et al.,New Finding
Antigen delivery to dendritic cells shapes human CD4+ and CD8+ T cell memory responses to Staphylococcus aureus.,https://doi.org/10.1371/journal.ppat.1006387,28542586,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.88, Weighted sum of stars: 2.0,Very Good,10 Jul 2017,Uebele J et al.,New Finding
Endothelial Cells Use a Formin-Dependent Phagocytosis-Like Process to Internalize the Bacterium Listeria monocytogenes.,https://doi.org/10.1371/journal.ppat.1005603,27152864,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.58, Weighted sum of stars: 1.0,Good,05 Jul 2017,Rengarajan M et al.,New Finding
RNAi-Based Functional Genomics Identifies New Virulence Determinants in Mucormycosis.,https://doi.org/10.1371/journal.ppat.1006150,28107502,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.16, Weighted sum of stars: 4.0,Exceptional,28 Jun 2017,Trieu TA et al.,Good for Teaching
RNAi-Based Functional Genomics Identifies New Virulence Determinants in Mucormycosis.,https://doi.org/10.1371/journal.ppat.1006150,28107502,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.16, Weighted sum of stars: 4.0,Exceptional,28 Jun 2017,Trieu TA et al.,Interesting Hypothesis
RNAi-Based Functional Genomics Identifies New Virulence Determinants in Mucormycosis.,https://doi.org/10.1371/journal.ppat.1006150,28107502,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.16, Weighted sum of stars: 4.0,Exceptional,28 Jun 2017,Trieu TA et al.,New Finding
RNAi-Based Functional Genomics Identifies New Virulence Determinants in Mucormycosis.,https://doi.org/10.1371/journal.ppat.1006150,28107502,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.16, Weighted sum of stars: 4.0,Exceptional,28 Jun 2017,Trieu TA et al.,Novel Drug Target
An In Vivo Selection Identifies Listeria monocytogenes Genes Required to Sense the Intracellular Environment and Activate Virulence Factor Expression.,https://doi.org/10.1371/journal.ppat.1005741,27414028,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.35, Weighted sum of stars: 1.0,Good,05 Jul 2017,Reniere ML et al.,New Finding
RNAi-Based Functional Genomics Identifies New Virulence Determinants in Mucormycosis.,https://doi.org/10.1371/journal.ppat.1006150,28107502,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.16, Weighted sum of stars: 4.0,Exceptional,28 Jun 2017,Trieu TA et al.,Technical Advance
Structural and functional characterization of the bacterial type III secretion export apparatus.,https://doi.org/10.1371/journal.ppat.1006071,27977800,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 2.0,Very Good,28 Jun 2017,Dietsche T et al.,Interesting Hypothesis
Structural and functional characterization of the bacterial type III secretion export apparatus.,https://doi.org/10.1371/journal.ppat.1006071,27977800,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 2.0,Very Good,28 Jun 2017,Dietsche T et al.,New Finding
Compartment-specific and sequential role of MyD88 and CARD9 in chemokine induction and innate defense during respiratory fungal infection.,https://doi.org/10.1371/journal.ppat.1004589,25621893,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.65, Weighted sum of stars: 2.0,Very Good,21 Jun 2017,Jhingran A et al.,Interesting Hypothesis
Intestinal Epithelial Cell-Intrinsic Deletion of Setd7 Identifies Role for Developmental Pathways in Immunity to Helminth Infection.,https://doi.org/10.1371/journal.ppat.1005876,27598373,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 2.0,Very Good,15 May 2017,Oudhoff MJ et al.,New Finding
L-glutamine Induces Expression of Listeria monocytogenes Virulence Genes.,https://doi.org/10.1371/journal.ppat.1006161,28114430,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.59, Weighted sum of stars: 2.0,Very Good,05 Jul 2017,Haber A et al.,New Finding
The ApaH-like phosphatase TbALPH1 is the major mRNA decapping enzyme of trypanosomes.,https://doi.org/10.1371/journal.ppat.1006456,28628654,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1, Weighted sum of stars: 4.0,Exceptional,03 Jul 2017,Kramer S,New Finding
