title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Evolution of sexes from an ancestral mating-type specification pathway.,https://doi.org/10.1371/journal.pbio.1001904,25003332,Score 41.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.68, Weighted sum of stars: 9.0,Good,11 Aug 2014,Geng S et al.,New Finding
Structural and mechanistic basis of zinc regulation across the E. coli Zur regulon.,https://doi.org/10.1371/journal.pbio.1001987,25369000,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.26, Weighted sum of stars: 1.0,Good,29 Mar 2015,Gilston BA et al.,New Finding
Activation and alliance of regulatory pathways in C. albicans during mammalian infection.,https://doi.org/10.1371/journal.pbio.1002076,25693184,Score 23.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.39, Weighted sum of stars: 5.0,Exceptional,12 Mar 2015,Xu W et al.,Good for Teaching
Activation and alliance of regulatory pathways in C. albicans during mammalian infection.,https://doi.org/10.1371/journal.pbio.1002076,25693184,Score 23.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.39, Weighted sum of stars: 5.0,Exceptional,12 Mar 2015,Xu W et al.,Interesting Hypothesis
Activation and alliance of regulatory pathways in C. albicans during mammalian infection.,https://doi.org/10.1371/journal.pbio.1002076,25693184,Score 23.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.39, Weighted sum of stars: 5.0,Exceptional,12 Mar 2015,Xu W et al.,New Finding
PROTEIN TARGETING TO STARCH is required for localising GRANULE-BOUND STARCH SYNTHASE to starch granules and for normal amylose synthesis in Arabidopsis.,https://doi.org/10.1371/journal.pbio.1002080,25710501,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.61, Weighted sum of stars: 2.0,Very Good,05 Mar 2015,Seung D et al.,New Finding
Walk on the wild side: estimating the global magnitude of visits to protected areas.,https://doi.org/10.1371/journal.pbio.1002074,25710450,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.03, Weighted sum of stars: 2.0,Very Good,03 Mar 2015,Balmford A et al.,New Finding
"FAX1, a novel membrane protein mediating plastid fatty acid export.",https://doi.org/10.1371/journal.pbio.1002053,25646734,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.28, Weighted sum of stars: 2.0,Very Good,01 Mar 2015,Li N et al.,Interesting Hypothesis
Activation and alliance of regulatory pathways in C. albicans during mammalian infection.,https://doi.org/10.1371/journal.pbio.1002076,25693184,Score 23.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.39, Weighted sum of stars: 5.0,Exceptional,12 Mar 2015,Xu W et al.,Technical Advance
Inhibitor of the tyrosine phosphatase STEP reverses cognitive deficits in a mouse model of Alzheimer's disease.,https://doi.org/10.1371/journal.pbio.1001923,25093460,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.51, Weighted sum of stars: 1.0,Good,18 Mar 2015,Xu J et al.,New Finding
A novel bipartite centrosome coordinates the apicomplexan cell cycle.,https://doi.org/10.1371/journal.pbio.1002093,25734885,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.8, Weighted sum of stars: 4.0,Exceptional,09 Mar 2015,Suvorova ES et al.,New Finding
Adaptive management and the value of information: learning via intervention in epidemiology.,https://doi.org/10.1371/journal.pbio.1001970,25333371,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.68, Weighted sum of stars: 2.0,Very Good,25 Nov 2014,Shea K et al.,Good for Teaching
"FAX1, a novel membrane protein mediating plastid fatty acid export.",https://doi.org/10.1371/journal.pbio.1002053,25646734,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.28, Weighted sum of stars: 2.0,Very Good,01 Mar 2015,Li N et al.,New Finding
Neuropilin-1/GIPC1 signaling regulates alpha5beta1 integrin traffic and function in endothelial cells.,https://doi.org/10.1371/journal.pbio.1000025,19175293,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.41, Weighted sum of stars: 4.0,Good,09 Feb 2009,Valdembri D et al.,Interesting Hypothesis
Neuropilin-1/GIPC1 signaling regulates alpha5beta1 integrin traffic and function in endothelial cells.,https://doi.org/10.1371/journal.pbio.1000025,19175293,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.41, Weighted sum of stars: 4.0,Good,09 Feb 2009,Valdembri D et al.,New Finding
Neuropilin-1/GIPC1 signaling regulates alpha5beta1 integrin traffic and function in endothelial cells.,https://doi.org/10.1371/journal.pbio.1000025,19175293,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.41, Weighted sum of stars: 4.0,Good,09 Feb 2009,Valdembri D et al.,Novel Drug Target
Specific targeting of a plasmodesmal protein affecting cell-to-cell communication.,https://doi.org/10.1371/journal.pbio.0060007,18215111,Score 50.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.26, Weighted sum of stars: 11.0,Very Good,05 Feb 2008,Thomas CL et al.,New Finding
Adaptive management and the value of information: learning via intervention in epidemiology.,https://doi.org/10.1371/journal.pbio.1001970,25333371,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.68, Weighted sum of stars: 2.0,Very Good,25 Nov 2014,Shea K et al.,Interesting Hypothesis
Specific targeting of a plasmodesmal protein affecting cell-to-cell communication.,https://doi.org/10.1371/journal.pbio.0060007,18215111,Score 50.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.26, Weighted sum of stars: 11.0,Very Good,05 Feb 2008,Thomas CL et al.,Technical Advance
Role of the gut endoderm in relaying left-right patterning in mice.,https://doi.org/10.1371/journal.pbio.1001276,22412348,Score 27.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.21, Weighted sum of stars: 6.0,Exceptional,25 Mar 2012,Viotti M et al.,New Finding
Variable combinations of specific ephrin ligand/Eph receptor pairs control embryonic tissue separation.,https://doi.org/10.1371/journal.pbio.1001955,25247423,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.58, Weighted sum of stars: 2.0,Very Good,06 Nov 2014,Rohani N et al.,Interesting Hypothesis
Genomic encyclopedia of bacteria and archaea: sequencing a myriad of type strains.,https://doi.org/10.1371/journal.pbio.1001920,25093819,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.51, Weighted sum of stars: 1.0,Good,11 Aug 2014,Kyrpides NC et al.,Interesting Hypothesis
Intense sperm-mediated sexual conflict promotes reproductive isolation in Caenorhabditis nematodes.,https://doi.org/10.1371/journal.pbio.1001915,25072732,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,04 Aug 2014,Ting JJ et al.,Confirmation
Intense sperm-mediated sexual conflict promotes reproductive isolation in Caenorhabditis nematodes.,https://doi.org/10.1371/journal.pbio.1001915,25072732,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,04 Aug 2014,Ting JJ et al.,Good for Teaching
Intense sperm-mediated sexual conflict promotes reproductive isolation in Caenorhabditis nematodes.,https://doi.org/10.1371/journal.pbio.1001915,25072732,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,04 Aug 2014,Ting JJ et al.,Interesting Hypothesis
Multiparametric classification links tumor microenvironments with tumor cell phenotype.,https://doi.org/10.1371/journal.pbio.1001995,25386698,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.22, Weighted sum of stars: 1.0,Good,09 Feb 2015,Gligorijevic B et al.,Technical Advance
Live cell imaging unveils multiple domain requirements for in vivo dimerization of the glucocorticoid receptor.,https://doi.org/10.1371/journal.pbio.1001813,24642507,Score 27.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.34, Weighted sum of stars: 6.0,Very Good,02 Apr 2014,Presman DM et al.,New Finding
Live cell imaging unveils multiple domain requirements for in vivo dimerization of the glucocorticoid receptor.,https://doi.org/10.1371/journal.pbio.1001813,24642507,Score 27.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.34, Weighted sum of stars: 6.0,Very Good,02 Apr 2014,Presman DM et al.,Refutation
Variable combinations of specific ephrin ligand/Eph receptor pairs control embryonic tissue separation.,https://doi.org/10.1371/journal.pbio.1001955,25247423,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.58, Weighted sum of stars: 2.0,Very Good,06 Nov 2014,Rohani N et al.,New Finding
Melanoma cells break down LPA to establish local gradients that drive chemotactic dispersal.,https://doi.org/10.1371/journal.pbio.1001966,25313567,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.49, Weighted sum of stars: 4.0,Exceptional,27 Oct 2014,Muinonen-Martin AJ et al.,Good for Teaching
Melanoma cells break down LPA to establish local gradients that drive chemotactic dispersal.,https://doi.org/10.1371/journal.pbio.1001966,25313567,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.49, Weighted sum of stars: 4.0,Exceptional,27 Oct 2014,Muinonen-Martin AJ et al.,Interesting Hypothesis
Melanoma cells break down LPA to establish local gradients that drive chemotactic dispersal.,https://doi.org/10.1371/journal.pbio.1001966,25313567,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.49, Weighted sum of stars: 4.0,Exceptional,27 Oct 2014,Muinonen-Martin AJ et al.,New Finding
Rabconnectin-3a regulates vesicle endocytosis and canonical Wnt signaling in zebrafish neural crest migration.,https://doi.org/10.1371/journal.pbio.1001852,24802872,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.07, Weighted sum of stars: 1.0,Good,17 Dec 2014,Tuttle AM et al.,New Finding
Not just a theory--the utility of mathematical models in evolutionary biology.,https://doi.org/10.1371/journal.pbio.1002017,25489940,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.09, Weighted sum of stars: 2.0,Very Good,11 Dec 2014,Servedio MR et al.,Good for Teaching
Melanoma cells break down LPA to establish local gradients that drive chemotactic dispersal.,https://doi.org/10.1371/journal.pbio.1001966,25313567,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.49, Weighted sum of stars: 4.0,Exceptional,27 Oct 2014,Muinonen-Martin AJ et al.,Novel Drug Target
Extracellular ATP hydrolysis inhibits synaptic transmission by increasing ph buffering in the synaptic cleft.,https://doi.org/10.1371/journal.pbio.1001864,24844296,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 4.0,Exceptional,23 Oct 2014,Vroman R et al.,Confirmation
Extracellular ATP hydrolysis inhibits synaptic transmission by increasing ph buffering in the synaptic cleft.,https://doi.org/10.1371/journal.pbio.1001864,24844296,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 4.0,Exceptional,23 Oct 2014,Vroman R et al.,Controversial
Extracellular ATP hydrolysis inhibits synaptic transmission by increasing ph buffering in the synaptic cleft.,https://doi.org/10.1371/journal.pbio.1001864,24844296,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 4.0,Exceptional,23 Oct 2014,Vroman R et al.,Good for Teaching
Extracellular ATP hydrolysis inhibits synaptic transmission by increasing ph buffering in the synaptic cleft.,https://doi.org/10.1371/journal.pbio.1001864,24844296,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 4.0,Exceptional,23 Oct 2014,Vroman R et al.,Interesting Hypothesis
Intense sperm-mediated sexual conflict promotes reproductive isolation in Caenorhabditis nematodes.,https://doi.org/10.1371/journal.pbio.1001915,25072732,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,04 Aug 2014,Ting JJ et al.,New Finding
"Inhibition of Plasmepsin V activity demonstrates its essential role in protein export, PfEMP1 display, and survival of malaria parasites.",https://doi.org/10.1371/journal.pbio.1001897,24983235,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.3, Weighted sum of stars: 1.0,Good,29 Jul 2014,Sleebs BE et al.,Confirmation
"Inhibition of Plasmepsin V activity demonstrates its essential role in protein export, PfEMP1 display, and survival of malaria parasites.",https://doi.org/10.1371/journal.pbio.1001897,24983235,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.3, Weighted sum of stars: 1.0,Good,29 Jul 2014,Sleebs BE et al.,Novel Drug Target
Extracellular ATP hydrolysis inhibits synaptic transmission by increasing ph buffering in the synaptic cleft.,https://doi.org/10.1371/journal.pbio.1001864,24844296,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 4.0,Exceptional,23 Oct 2014,Vroman R et al.,New Finding
"Inhibition of Plasmepsin V activity demonstrates its essential role in protein export, PfEMP1 display, and survival of malaria parasites.",https://doi.org/10.1371/journal.pbio.1001897,24983235,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.3, Weighted sum of stars: 1.0,Good,29 Jul 2014,Sleebs BE et al.,Refutation
fog-2 and the evolution of self-fertile hermaphroditism in Caenorhabditis.,https://doi.org/10.1371/journal.pbio.0030006,15630478,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,17 Jul 2014,Nayak S et al.,New Finding
The genome sequence of Caenorhabditis briggsae: a platform for comparative genomics.,https://doi.org/10.1371/journal.pbio.0000045,14624247,Score 23.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.72, Weighted sum of stars: 5.0,Very Good,26 Nov 2003,Stein LD et al.,New Finding
A trihelix DNA binding protein counterbalances hypoxia-responsive transcriptional activation in Arabidopsis.,https://doi.org/10.1371/journal.pbio.1001950,25226037,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.35, Weighted sum of stars: 1.0,Good,23 Oct 2014,Giuntoli B et al.,New Finding
The genomic landscape of compensatory evolution.,https://doi.org/10.1371/journal.pbio.1001935,25157590,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.08, Weighted sum of stars: 4.0,Exceptional,07 Oct 2014,Szamecz B et al.,Interesting Hypothesis
The genomic landscape of compensatory evolution.,https://doi.org/10.1371/journal.pbio.1001935,25157590,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.08, Weighted sum of stars: 4.0,Exceptional,07 Oct 2014,Szamecz B et al.,New Finding
Crossover localisation is regulated by the neddylation posttranslational regulatory pathway.,https://doi.org/10.1371/journal.pbio.1001930,25116939,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.01, Weighted sum of stars: 1.0,Good,22 Sep 2014,Jahns MT et al.,Interesting Hypothesis
The genome sequence of Caenorhabditis briggsae: a platform for comparative genomics.,https://doi.org/10.1371/journal.pbio.0000045,14624247,Score 23.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.72, Weighted sum of stars: 5.0,Very Good,26 Nov 2003,Stein LD et al.,Technical Advance
Extracellular vesicle-mediated transfer of genetic information between the hematopoietic system and the brain in response to inflammation.,https://doi.org/10.1371/journal.pbio.1001874,24893313,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.88, Weighted sum of stars: 4.0,Exceptional,19 Jun 2014,Ridder K et al.,Confirmation
